Borough,ParkorPlayground,Date,SportsPlayed,KIMorSSE,Attendance,Cancellation
Staten Island,Austin J. McDonald Playground Fieldhouse,10/05/2024 10:00:00 AM,,K.I.M,56,
Queens,Wayanda Park,04/26/2023 06:00:00 PM,,K.I.M,42,
Staten Island,Austin J. McDonald Playground Fieldhouse,04/18/2023 11:24:00 AM,,K.I.M,130,
Queens,Horace Harding Playground,09/06/2022 03:37:00 PM,Various Sports,S.S.E,71,
Manhattan,Mathews-Palmer Playground,06/14/2023 06:00:00 PM,,K.I.M,0,Detailed to Event
Queens,Juniper Valley Park,07/16/2022 06:00:00 PM,,K.I.M,16,
Queens,Highland Park,07/13/2024 06:00:00 PM,,K.I.M,30,
Bronx,Poe Park,07/12/2024 11:26:00 AM,,K.I.M,238,
Queens,Astoria Park,07/27/2022 10:08:00 AM,,K.I.M,25,
Manhattan,Sol Lain Plgd,08/17/2022 06:00:00 PM,,K.I.M,60,
Brooklyn,Fort Greene Park,09/06/2023 10:00:00 AM,,K.I.M,8,
Bronx,Williamsbridge Oval Recreation Center,06/14/2022 04:00:00 PM,Soccer,S.S.E,20,
Queens,Grover Cleveland Playground,07/25/2024 06:00:00 PM,,K.I.M,95,
Manhattan,Samuel Seabury Playground,07/26/2022 06:00:00 PM,,K.I.M,0,Called Out
Brooklyn,Carroll Park,04/27/2024 10:00:00 AM,,K.I.M,36,
Manhattan,Seward Park,10/12/2023 06:00:00 PM,,K.I.M,291,
Queens,Highland Park,07/25/2024 06:00:00 PM,,K.I.M,17,
Brooklyn,Fort Hamilton Senior Recreation Center,07/20/2023 09:00:00 AM,Various Sports,S.S.E,33,
Queens,Grover Cleveland Playground,08/25/2023 06:00:00 PM,,K.I.M,7,
Brooklyn,Rappaport Playground,08/02/2023 10:00:00 AM,,K.I.M,50,
Queens,Flushing Meadows Corona Park,08/11/2022 06:00:00 PM,,K.I.M,48,
Queens,Bowne Park,06/07/2023 06:00:00 PM,,K.I.M,0,Bad Weather
Manhattan,Happy Warrior Playground,07/05/2022 06:00:00 PM,,K.I.M,180,
Staten Island,Lieutenant John H. Martinson Playground,08/26/2022 10:00:00 AM,,K.I.M,62,
Manhattan,Langston Hughes Playground,07/26/2024 01:52:00 PM,,K.I.M,35,
Manhattan,J. Hood Wright Park,05/04/2022 06:00:00 PM,,K.I.M,0,Bad Weather
Queens,Bowne Playground,05/10/2023 06:00:00 PM,,K.I.M,270,
Queens,Phil Scooter Rizzuto Park,08/09/2023 06:00:00 PM,,K.I.M,105,
Queens,Yellowstone Park,09/01/2023 06:00:00 PM,,K.I.M,90,
Queens,Corona Golf Playground,07/29/2022 10:16:00 AM,,K.I.M,87,
Queens,Bowne Park,07/16/2022 06:00:00 PM,,K.I.M,30,
Queens,Astoria Heights Playground,07/01/2023 06:00:00 PM,,K.I.M,0,
Queens,Juniper Valley Park,07/25/2024 06:00:00 PM,,K.I.M,80,
Brooklyn,Brower Park,08/24/2022 10:00:00 AM,,K.I.M,14,
Queens,Yellowstone Park,09/14/2022 12:26:00 PM,,K.I.M,33,
Queens,Bowne Playground,08/10/2023 01:00:00 PM,,K.I.M,160,
Bronx,Loreto Playground,07/23/2024 11:26:00 AM,,K.I.M,150,
Manhattan,Carmansville Playground,08/10/2023 06:00:00 PM,,K.I.M,30,Bad Weather
Manhattan,St. Catherine's Park,09/27/2023 06:00:00 PM,,K.I.M,0,
Queens,Yellowstone Park,04/18/2023 06:00:00 PM,,K.I.M,120,
Brooklyn,Century Playground,08/09/2023 10:00:00 AM,,K.I.M,20,
Manhattan,Columbus Park,06/28/2022 06:00:00 PM,,K.I.M,0,Called Out
Queens,Lawrence Virgililo Playground,08/23/2024 06:00:00 PM,,K.I.M,85,
Queens,Yellowstone Park,05/22/2024 06:00:00 PM,,K.I.M,172,
Queens,Phil Scooter Rizzuto Park,06/08/2024 06:00:00 PM,,K.I.M,0,Detailed to Event
Queens,Harold Schneiderman Playground,07/28/2023 06:00:00 PM,,K.I.M,0,
Bronx,Crotona Park,07/19/2024 11:26:00 AM,,K.I.M,27,
Queens,Astoria Heights Playground,08/13/2022 06:00:00 PM,,K.I.M,28,
Staten Island,Arrochar Playground,07/14/2023 10:00:00 AM,,K.I.M,33,
Manhattan,Langston Hughes Playground,10/14/2023 06:00:00 PM,,K.I.M,0,Bad Weather
Bronx,People's Park,09/20/2023 10:00:00 AM,,K.I.M,320,
Queens,Hoover - Manton Playgrounds,06/15/2023 06:00:00 PM,,K.I.M,0,
Brooklyn,Hamilton Metz Field,07/08/2024 10:00:00 AM,,K.I.M,9,
Bronx,Willis Playground,08/05/2023 10:00:00 AM,,K.I.M,25,
Manhattan,Tompkins Square Park,08/17/2022 06:00:00 PM,,K.I.M,0,Called Out
Brooklyn,Russell Pedersen Playground,08/01/2023 10:00:00 AM,,K.I.M,70,
Queens,Dutch Kills Playground,05/17/2024 06:00:00 PM,Various Sports,S.S.E,12,
Staten Island,DeMatti Park Fieldhouse,07/15/2022 10:00:00 AM,,K.I.M,165,
Queens,Yellowstone Park,07/01/2022 06:00:00 PM,,K.I.M,14,
Manhattan,Carmansville Playground,07/01/2022 06:00:00 PM,,K.I.M,295,
Brooklyn,William Sheridan Playground,06/13/2024 10:00:00 AM,,K.I.M,13,
Bronx,Slattery Playground,08/01/2023 10:00:00 AM,,K.I.M,53,
Queens,Phil Scooter Rizzuto Park,07/26/2024 06:00:00 PM,,K.I.M,75,
Brooklyn,Sternberg Park,07/03/2024 10:00:00 AM,,K.I.M,65,
Manhattan,Carmansville Playground,06/27/2024 04:23:00 PM,,K.I.M,146,
Queens,Bowne Playground,08/11/2023 06:00:00 PM,,K.I.M,325,
Staten Island,Arrochar Playground,09/28/2022 02:00:00 PM,,K.I.M,98,
Brooklyn,Red Hook Park,07/06/2022 12:00:00 PM,,K.I.M,15,
Bronx,Poe Park,07/15/2023 10:00:00 AM,,K.I.M,58,
Brooklyn,Seth Low Playground/ Bealin Square,08/30/2022 10:00:00 AM,,K.I.M,0,Detailed to Event
Staten Island,Faber Park Recreation Center,08/20/2024 08:26:00 AM,,K.I.M,7,
Queens,Flushing Meadows Corona Park,08/25/2022 04:09:00 PM,,K.I.M,59,
Staten Island,Schmul Park,08/10/2022 10:00:00 AM,Various Sports,S.S.E,12,
Brooklyn,Sternberg Park,08/06/2024 10:00:00 AM,,K.I.M,23,
Manhattan,Carmansville Playground,09/13/2024 09:57:00 AM,,K.I.M,109,
Manhattan,J. Hood Wright Park,05/17/2022 06:00:00 PM,,K.I.M,0,Career Coaching
Bronx,Williamsbridge Oval Recreation Center,07/19/2023 11:00:00 AM,Various Sports,S.S.E,13,
Staten Island,Fairview Park,10/04/2024 10:45:00 AM,Various Sports,S.S.E,50,
Queens,Park of the Americas,06/16/2023 06:00:00 PM,,K.I.M,0,Called Out
Bronx,Soundview Park,08/28/2024 11:26:00 AM,,K.I.M,61,
Brooklyn,Stroud Playground,08/04/2022 12:00:00 PM,,K.I.M,12,
Queens,Helen Marshall Playground,05/07/2024 06:00:00 PM,,K.I.M,88,
Queens,Astoria Heights Playground,09/21/2022 06:00:00 PM,,K.I.M,28,
Manhattan,Columbus Park,07/21/2022 06:00:00 PM,,K.I.M,38,
Bronx,Dawson Playground,05/10/2022 06:00:00 PM,,K.I.M,38,
Brooklyn,Marion Hopkinson Playground,06/03/2023 10:00:00 AM,,K.I.M,,Detailed to Event
Brooklyn,Marion Hopkinson Playground,08/18/2023 10:00:00 AM,,K.I.M,45,
Queens,Police Office Edward Byrne Park,08/06/2024 06:00:00 PM,,K.I.M,0,Called Out
Brooklyn,Sternberg Park,07/11/2024 10:00:00 AM,,K.I.M,68,
Queens,Yellowstone Park,07/27/2023 06:00:00 PM,,K.I.M,37,
Queens,Yellowstone Park,08/11/2023 06:00:00 PM,,K.I.M,143,
Brooklyn,Calvert Vaux Park,05/18/2023 10:00:00 AM,,K.I.M,45,
Manhattan,Tompkins Square Park,04/30/2022 06:00:00 PM,,K.I.M,126,
Brooklyn,Carroll Park,04/24/2024 10:00:00 AM,,K.I.M,90,
Manhattan,Columbus Park,08/03/2023 06:00:00 PM,,K.I.M,1824,
Queens,Lawrence Virgililo Playground,06/28/2024 06:00:00 PM,,K.I.M,105,
Bronx,St. Mary's Park,07/29/2023 10:00:00 AM,,K.I.M,565,
Queens,Juniper Valley Park,07/30/2024 06:00:00 PM,,K.I.M,54,
Staten Island,Greenbelt Recreation Center,10/12/2024 11:26:00 AM,Flag Football,S.S.E,4,
Staten Island,Skyline Playground,04/25/2024 10:00:00 AM,Various Sports,S.S.E,6,
Queens,Bowne Playground,10/03/2023 06:00:00 PM,,K.I.M,224,
Queens,Highland Park,08/03/2024 06:00:00 PM,,K.I.M,32,
Queens,Juniper Valley Park,08/30/2024 06:00:00 PM,,K.I.M,83,
Staten Island,DeMatti Park Fieldhouse,09/05/2024 10:00:00 AM,,K.I.M,165,
Manhattan,Sol Lain Plgd,06/20/2024 10:04:00 AM,,K.I.M,105,
Queens,Yellowstone Park,06/28/2024 06:00:00 PM,,K.I.M,120,
Manhattan,Fort Tryon Park,07/06/2024 09:40:00 AM,,K.I.M,355,
Manhattan,Sol Lain Plgd,09/30/2023 06:00:00 PM,,K.I.M,0,Bad Weather
Queens,Juniper Valley Park,08/15/2024 06:00:00 PM,,K.I.M,70,
Queens,Hoover - Manton Playgrounds,06/24/2023 06:00:00 PM,,K.I.M,0,Detailed to Event
Bronx,Hunts Point Playground,07/08/2022 06:00:00 PM,,K.I.M,100,
Manhattan,Langston Hughes Playground,07/06/2022 06:00:00 PM,,K.I.M,380,
Brooklyn,Rappaport Playground,08/15/2022 10:00:00 AM,,K.I.M,100,
Brooklyn,Fort Greene Park,08/11/2023 10:00:00 AM,,K.I.M,9,
Queens,Yellowstone Park,09/06/2022 12:48:00 PM,,K.I.M,0,Called Out
Staten Island,Lieutenant John H. Martinson Playground,06/25/2024 10:00:00 AM,,K.I.M,150,
Bronx,Walter Gladwin Park,06/26/2024 11:26:00 AM,,K.I.M,55,
Bronx,St. Mary's Park,09/06/2024 11:26:00 AM,,K.I.M,350,
Queens,Hoover - Manton Playgrounds,05/06/2023 06:00:00 PM,,K.I.M,210,
Staten Island,Rev. Dr. Maggie Howard Playground,08/09/2022 10:00:00 AM,,K.I.M,23,
Staten Island,Greenbelt Recreation Center,09/27/2022 03:00:00 PM,Flag Football,S.S.E,0,
Staten Island,Austin J. McDonald Playground Fieldhouse,08/16/2024 10:00:00 AM,,K.I.M,72,
Bronx,Flynn Playground,08/24/2022 06:00:00 PM,,K.I.M,100,
Bronx,St. Mary's Park,07/19/2023 10:00:00 AM,,K.I.M,95,
Staten Island,Schmul Park,08/06/2022 10:00:00 AM,,K.I.M,27,Called Out
Brooklyn,Dyker Beach Park,08/20/2022 10:00:00 AM,,K.I.M,15,
Queens,Grover Cleveland Playground,05/09/2024 06:00:00 PM,,K.I.M,193,
Queens,Harold Schneiderman Playground,07/22/2023 06:00:00 PM,,K.I.M,27,
Queens,Corona Golf Playground,09/14/2022 05:22:00 PM,,K.I.M,86,
Queens,Helen Marshall Playground,06/11/2024 06:00:00 PM,,K.I.M,91,
Manhattan,J. Hood Wright Park,09/05/2024 04:33:00 PM,,K.I.M,20,
Bronx,Williamsbridge Oval Recreation Center,05/24/2022 04:00:00 PM,Soccer,S.S.E,15,
Staten Island,Austin J. McDonald Playground Fieldhouse,04/21/2023 10:00:00 AM,,K.I.M,122,
Queens,Corona Golf Playground,06/29/2022 06:00:00 PM,,K.I.M,96,
Bronx,St. James Park,07/02/2024 11:26:00 AM,,K.I.M,64,
Brooklyn,Sternberg Park,05/22/2024 10:00:00 AM,,K.I.M,88,
Manhattan,Columbus Park,05/21/2022 06:00:00 PM,,K.I.M,0,Detailed to Event
Brooklyn,John J Carty Park,06/01/2022 10:00:00 AM,,K.I.M,17,
Brooklyn,Rappaport Playground,08/22/2023 10:00:00 AM,,K.I.M,50,
Queens,Torsney Playground,09/13/2022 06:00:00 PM,,K.I.M,32,
Queens,Corona Golf Playground,04/23/2022 06:00:00 PM,,K.I.M,56,
Bronx,Soundview Park,07/12/2024 11:26:00 AM,,K.I.M,42,
Queens,Bayswater Park,06/14/2022 06:00:00 PM,,K.I.M,27,
Brooklyn,Maria Hernandez Park,09/06/2024 10:00:00 AM,,K.I.M,52,
Queens,Bayswater Park,05/29/2024 06:00:00 PM,,K.I.M,38,
Queens,Archie Spigner Park,06/30/2022 06:00:00 PM,,K.I.M,72,
Staten Island,Lieutenant John H. Martinson Playground,05/02/2023 10:00:00 AM,,K.I.M,28,
Queens,Bowne Playground,07/01/2023 06:00:00 PM,,K.I.M,0,
Manhattan,Seward Park,05/19/2023 05:00:00 PM,,K.I.M,310,
Bronx,Crotona Park,08/02/2022 10:00:00 AM,,K.I.M,0,Called Out
Queens,Torsney Playground,08/02/2022 05:00:00 PM,,K.I.M,38,
Manhattan,Martin Luther King Plgd,09/07/2023 06:00:00 PM,,K.I.M,42,No Attendance
Manhattan,Columbus Park,08/19/2022 06:00:00 PM,,K.I.M,0,Called Out
Bronx,Poe Park,07/14/2023 10:00:00 AM,,K.I.M,35,
Queens,Grover Cleveland Playground,08/11/2022 06:00:00 PM,,K.I.M,66,
Staten Island,Lieutenant John H. Martinson Playground,05/22/2024 10:00:00 AM,,K.I.M,100,
Manhattan,J. Hood Wright Park,08/04/2023 06:00:00 PM,,K.I.M,12,
Queens,Yellowstone Park,06/01/2024 06:00:00 PM,,K.I.M,0,Detailed to Event
Queens,Lawrence Virgililo Playground,09/04/2024 06:00:00 PM,,K.I.M,150,
Staten Island,The Big Park,08/04/2023 10:00:00 AM,,K.I.M,65,
Queens,Astoria Heights Playground,07/26/2022 05:00:00 PM,,K.I.M,48,
Queens,Forest Park,07/05/2022 06:00:00 PM,,K.I.M,105,Detailed to Event
Bronx,Crotona Park,06/08/2022 06:00:00 PM,,K.I.M,42,
Manhattan,Columbus Park,06/21/2022 06:00:00 PM,,K.I.M,114,
Brooklyn,Maria Hernandez Park,08/17/2022 10:00:00 AM,,K.I.M,45,
Manhattan,Bloomingdale Playground,04/29/2022 06:00:00 PM,,K.I.M,186,
Bronx,Al Quinones Playground,07/10/2024 11:26:00 AM,,K.I.M,100,
Queens,Lawrence Virgililo Playground,10/10/2024 06:00:00 PM,,K.I.M,15,
Queens,Torsney Playground,06/30/2022 06:00:00 PM,,K.I.M,68,
Bronx,St. Mary's Park,07/25/2023 10:00:00 AM,,K.I.M,340,
Queens,Bowne Park,06/30/2022 06:00:00 PM,,K.I.M,60,
Manhattan,Bloomingdale Playground,05/17/2023 06:00:00 PM,,K.I.M,345,
Queens,Juniper Valley Park,06/25/2022 06:00:00 PM,,K.I.M,33,No Attendance
Brooklyn,Brownsville Recreation Center,08/24/2024 12:00:00 PM,Various Sports,S.S.E,65,
Bronx,Williamsbridge Oval Park,06/04/2024 04:00:00 PM,Flag Football,S.S.E,12,
Queens,Astoria Heights Playground,08/21/2024 06:00:00 PM,,K.I.M,121,
Manhattan,Little Flower Playground,08/04/2022 06:00:00 PM,,K.I.M,0,Detailed to Event
Queens,Archie Spigner Park,07/06/2022 06:00:00 PM,,K.I.M,37,
Queens,Bowne Playground,06/17/2023 06:00:00 PM,,K.I.M,400,
Staten Island,Arrochar Playground,09/21/2022 10:00:00 AM,,K.I.M,90,
Brooklyn,Carroll Park,07/29/2023 10:00:00 AM,,K.I.M,,Detailed to Event
Brooklyn,Seth Low Playground/ Bealin Square,07/27/2022 10:00:00 AM,,K.I.M,150,
Manhattan,Sol Lain Plgd,08/04/2022 06:00:00 PM,,K.I.M,0,Detailed to Event
Queens,Queensbridge Park,08/04/2023 06:00:00 PM,,K.I.M,21,
Queens,Bowne Playground,07/30/2024 06:00:00 PM,,K.I.M,104,
Queens,Grover Cleveland Playground,07/19/2022 05:00:00 PM,,K.I.M,25,
Queens,Astoria Heights Playground,08/15/2023 06:00:00 PM,,K.I.M,125,
Manhattan,Columbus Park,06/29/2022 06:00:00 PM,,K.I.M,135,
Queens,Astoria Heights Playground,06/30/2023 06:00:00 PM,,K.I.M,156,
Bronx,Poe Park,09/08/2023 10:00:00 AM,,K.I.M,8,
Staten Island,DeMatti Park Fieldhouse,10/05/2024 10:00:00 AM,,K.I.M,120,
Queens,Forest Park,07/28/2022 12:20:00 PM,,K.I.M,94,
Manhattan,J. Hood Wright Park,07/27/2024 09:45:00 AM,,K.I.M,273,
Bronx,Williamsbridge Oval Recreation Center,07/08/2023 10:00:00 AM,Soccer,S.S.E,40,
Manhattan,Sol Lain Plgd,07/29/2023 06:00:00 PM,,K.I.M,130,Bad Weather
Manhattan,Carmansville Playground,09/30/2023 06:00:00 PM,,K.I.M,0,No Attendance
Queens,Hoover - Manton Playgrounds,04/28/2023 06:00:00 PM,,K.I.M,0,Bad Weather
Manhattan,Langston Hughes Playground,08/01/2023 06:00:00 PM,,K.I.M,70,
Bronx,Behagen Playground,07/29/2023 10:00:00 AM,,K.I.M,10,
Brooklyn,St. John's Park,09/30/2022 10:00:00 AM,,K.I.M,6,
Queens,Yellowstone Park,05/19/2022 06:00:00 PM,,K.I.M,11,
Queens,Astoria Heights Playground,06/24/2022 06:00:00 PM,,K.I.M,30,
Queens,Rochdale Park,08/27/2022 03:42:00 PM,,K.I.M,0,
Bronx,Williamsbridge Oval Recreation Center,08/01/2023 11:30:00 AM,Various Sports,S.S.E,10,
Queens,Phil Scooter Rizzuto Park,06/22/2024 06:00:00 PM,,K.I.M,0,Detailed to Event
Staten Island,Lieutenant John H. Martinson Playground,06/30/2022 10:00:00 AM,,K.I.M,120,
Queens,Astoria Park,07/01/2022 06:00:00 PM,,K.I.M,40,
Brooklyn,Rappaport Playground,08/19/2023 10:00:00 AM,,K.I.M,50,
Brooklyn,Maria Hernandez Park,07/25/2024 10:00:00 AM,,K.I.M,79,
Brooklyn,Fort Greene Park,07/20/2023 10:00:00 AM,,K.I.M,15,
Queens,Police Office Edward Byrne Park,07/12/2024 06:00:00 PM,,K.I.M,0,Bad Weather
Manhattan,Martin Luther King Plgd,07/06/2023 06:00:00 PM,,K.I.M,0,No Attendance
Bronx,Clark Playground,08/13/2022 06:00:00 PM,,K.I.M,34,
Brooklyn,Hamilton Metz Field,08/18/2023 10:00:00 AM,,K.I.M,,Detailed to Event
Manhattan,Fort Tryon Park,08/02/2024 07:45:00 PM,,K.I.M,150,
Staten Island,Austin J. McDonald Playground Fieldhouse,04/27/2024 10:00:00 AM,,K.I.M,60,
Queens,Bowne Park,07/12/2023 06:00:00 PM,,K.I.M,95,
Staten Island,Levy Playground,07/05/2024 03:34:00 PM,,K.I.M,15,
Queens,Corona Golf Playground,05/10/2022 06:00:00 PM,,K.I.M,107,
Queens,Lawrence Virgililo Playground,07/09/2024 06:00:00 PM,,K.I.M,142,
Queens,Helen Marshall Playground,08/30/2024 06:00:00 PM,,K.I.M,85,
Staten Island,Lieutenant John H. Martinson Playground,08/09/2024 10:00:00 AM,,K.I.M,5,
Queens,Park of the Americas,09/20/2023 06:00:00 PM,,K.I.M,352,
Bronx,Hunts Point Playground,05/25/2022 06:00:00 PM,,K.I.M,100,
Staten Island,Schmul Park,08/05/2022 10:00:00 AM,,K.I.M,0,Called Out
Queens,Astoria Heights Playground,09/14/2023 06:00:00 PM,,K.I.M,5,
Queens,Forest Park,08/18/2022 06:00:00 PM,,K.I.M,0,Called Out
Queens,Bowne Park,07/07/2023 06:00:00 PM,,K.I.M,70,
Queens,Juniper Valley Park,08/02/2022 05:00:00 PM,,K.I.M,0,Called Out
Brooklyn,Hamilton Metz Field,09/20/2024 10:00:00 AM,,K.I.M,25,
Queens,Police Office Edward Byrne Park,07/19/2024 06:00:00 PM,,K.I.M,16,
Brooklyn,Marion Hopkinson Playground,05/26/2023 10:00:00 AM,,K.I.M,50,
Bronx,Soundview Park,08/15/2024 11:26:00 AM,,K.I.M,49,
Manhattan,Martin Luther King Plgd,09/05/2024 04:36:00 PM,,K.I.M,31,
Brooklyn,St. John's Park,10/14/2022 10:00:00 AM,,K.I.M,0,No Attendance
Manhattan,Seward Park,09/23/2022 06:00:00 PM,,K.I.M,300,
Brooklyn,Rappaport Playground,08/05/2022 10:00:00 AM,,K.I.M,200,
Queens,Grover Cleveland Playground,05/07/2024 06:00:00 PM,,K.I.M,220,
Bronx,Soundview Park,07/25/2024 11:26:00 AM,,K.I.M,44,
Queens,Astoria Heights Playground,09/15/2023 06:00:00 PM,,K.I.M,0,
Bronx,Flynn Playground,09/19/2024 11:26:00 AM,,K.I.M,46,
Bronx,St. Mary's Park,09/13/2023 10:00:00 AM,,K.I.M,75,
Bronx,St. James Park,08/07/2024 11:26:00 AM,,K.I.M,15,
Manhattan,Sol Lain Plgd,07/15/2023 06:00:00 PM,,K.I.M,0,No Attendance
Bronx,Hunts Point Playground,06/29/2022 06:00:00 PM,,K.I.M,180,
Staten Island,Austin J. McDonald Playground Fieldhouse,08/08/2024 10:00:00 AM,,K.I.M,0,
Queens,Juniper Valley Park,07/23/2022 05:00:00 PM,,K.I.M,38,
Bronx,Lozada Playground,08/18/2022 10:00:00 AM,,K.I.M,0,Detailed to Event
Staten Island,Fairview Park,09/14/2024 10:30:00 AM,Various Sports,S.S.E,20,
Bronx,St. Mary's Park,08/12/2023 10:00:00 AM,,K.I.M,430,
Bronx,Behagen Playground,05/10/2022 06:00:00 PM,,K.I.M,64,
Manhattan,Langston Hughes Playground,07/28/2022 06:00:00 PM,,K.I.M,420,
Manhattan,Sol Lain Plgd,09/13/2022 06:00:00 PM,,K.I.M,80,
Queens,Archie Spigner Park,07/13/2022 06:00:00 PM,,K.I.M,56,
Manhattan,Langston Hughes Playground,07/26/2022 06:00:00 PM,,K.I.M,300,
Queens,Bayswater Park,07/31/2024 06:00:00 PM,,K.I.M,40,
Staten Island,Greencroft Playground,06/22/2023 10:00:00 AM,,K.I.M,36,
Bronx,Soundview Park,07/23/2024 11:26:00 AM,,K.I.M,47,
Brooklyn,Sternberg Park,07/18/2023 10:00:00 AM,,K.I.M,40,
Manhattan,Langston Hughes Playground,08/27/2024 05:27:00 PM,,K.I.M,46,
Manhattan,Langston Hughes Playground,08/22/2023 06:00:00 PM,,K.I.M,80,
Queens,Flushing Meadows Corona Park,08/26/2022 04:09:00 PM,,K.I.M,0,Called Out
Manhattan,J. Hood Wright Park,09/03/2024 04:30:00 PM,,K.I.M,91,
Manhattan,Happy Warrior Playground,08/16/2022 06:00:00 PM,,K.I.M,212,
Manhattan,Mathews-Palmer Playground,06/08/2023 06:00:00 PM,,K.I.M,0,Bad Weather
Brooklyn,Marion Hopkinson Playground,07/08/2022 10:00:00 AM,,K.I.M,10,
Bronx,Hunts Point Recreation Center,10/04/2024 11:26:00 AM,,K.I.M,49,
Queens,Forest Park,07/12/2022 06:00:00 PM,,K.I.M,64,
Brooklyn,Century Playground,07/18/2023 10:00:00 AM,,K.I.M,11,
Staten Island,Lieutenant John H. Martinson Playground,05/01/2024 12:07:00 PM,,K.I.M,105,
Queens,Queensbridge Park,07/18/2024 06:00:00 PM,,K.I.M,55,
Staten Island,Fairview Park,05/03/2024 10:00:00 AM,Various Sports,S.S.E,66,
Queens,London Planetree Playground,07/07/2023 06:00:00 PM,,K.I.M,28,
Queens,Flushing Meadows Corona Park,07/07/2022 06:00:00 PM,,K.I.M,150,
Brooklyn,Brower Park,07/26/2023 10:00:00 AM,,K.I.M,290,
Bronx,Hunts Point Playground,06/11/2024 11:26:00 AM,,K.I.M,43,
Manhattan,Happy Warrior Playground,09/01/2022 06:00:00 PM,,K.I.M,276,
Bronx,Hunts Point Recreation Center,09/06/2024 11:26:00 AM,,K.I.M,37,
Bronx,Lozada Playground,05/25/2022 06:00:00 PM,,K.I.M,40,
Queens,Astoria Park,06/08/2022 06:00:00 PM,,K.I.M,0,Called Out
Queens,Park of the Americas,09/15/2023 06:00:00 PM,,K.I.M,315,
Queens,Helen Marshall Playground,05/17/2024 06:00:00 PM,,K.I.M,72,
Manhattan,Carmansville Playground,07/13/2024 05:53:00 PM,,K.I.M,75,
Bronx,Yellowstone Park,09/13/2022 12:26:00 PM,,K.I.M,0,Called Out
Brooklyn,Dyker Beach Park,09/03/2022 10:00:00 AM,,K.I.M,27,
Staten Island,DeMatti Park Fieldhouse,09/20/2022 10:00:00 AM,,K.I.M,61,
Manhattan,St. Vartans Park,06/23/2022 06:00:00 PM,,K.I.M,300,
Brooklyn,Brower Park,07/28/2023 10:00:00 AM,,K.I.M,,Bad Weather
Brooklyn,Dyker Beach Park,08/27/2022 10:00:00 AM,,K.I.M,20,
Brooklyn,Red Hook Park,08/09/2022 12:00:00 PM,,K.I.M,7,
Bronx,Hunts Point Playground,06/11/2022 06:00:00 PM,,K.I.M,0,Detailed to Event
Bronx,Hunts Point Playground,06/24/2022 06:00:00 PM,,K.I.M,120,
Staten Island,DeMatti Park Fieldhouse,09/09/2023 10:00:00 AM,,K.I.M,18,Bad Weather
Brooklyn,Hamilton Metz Field,04/29/2024 09:59:00 AM,,K.I.M,34,
Bronx,Behagen Playground,07/27/2022 06:00:00 PM,,K.I.M,230,
Queens,Helen Marshall Playground,06/15/2022 06:00:00 PM,,K.I.M,0,No Attendance
Staten Island,Fairview Park,06/18/2022 10:00:00 AM,Various Sports,S.S.E,158,
Manhattan,Martin Luther King Plgd,08/29/2024 01:52:00 PM,,K.I.M,30,
Queens,Juniper Valley Park,08/13/2022 06:00:00 PM,,K.I.M,11,
Brooklyn,Sternberg Park,07/10/2024 10:00:00 AM,,K.I.M,57,
Queens,Phil Scooter Rizzuto Park,07/03/2024 06:00:00 PM,,K.I.M,78,
Queens,Gorman Playground,06/29/2022 06:00:00 PM,,K.I.M,11,
Brooklyn,Brower Park,08/01/2023 10:00:00 AM,,K.I.M,149,
Manhattan,Columbus Park,06/01/2022 06:00:00 PM,,K.I.M,90,
Queens,Highland Park,08/24/2024 06:00:00 PM,,K.I.M,36,
Bronx,Lozada Playground,07/16/2022 06:00:00 PM,,K.I.M,10,
Queens,Juniper Valley Park,09/06/2022 12:48:00 PM,,K.I.M,0,Called Out
Manhattan,Langston Hughes Playground,08/12/2022 06:00:00 PM,,K.I.M,430,
Staten Island,Lieutenant John H. Martinson Playground,08/27/2024 10:00:00 AM,,K.I.M,75,
Manhattan,Columbus Park,06/16/2023 06:00:00 PM,,K.I.M,150,
Queens,Bayswater Park,06/13/2024 06:00:00 PM,,K.I.M,25,
Staten Island,Arrochar Playground,07/09/2024 03:37:00 PM,,K.I.M,13,
Queens,Astoria Heights Playground,06/23/2022 06:00:00 PM,,K.I.M,27,
Manhattan,Martin Luther King Plgd,07/29/2022 06:00:00 PM,,K.I.M,450,
Manhattan,Sol Lain Plgd,07/24/2024 09:51:00 AM,,K.I.M,40,
Staten Island,The Big Park,08/26/2022 10:00:00 AM,,K.I.M,26,
Manhattan,Martin Luther King Plgd,08/09/2023 06:00:00 PM,,K.I.M,93,
Queens,Grover Cleveland Playground,06/29/2022 06:00:00 PM,,K.I.M,33,
Staten Island,The Big Park,08/18/2022 10:00:00 AM,,K.I.M,25,
Queens,Astoria Park,09/07/2022 05:07:00 PM,,K.I.M,67,
Queens,Forest Park,09/16/2022 06:00:00 PM,,K.I.M,50,
Manhattan,Gertrude Ederle Recreation Center,08/07/2024 09:07:00 AM,,K.I.M,63,
Staten Island,The Big Park,05/03/2024 10:00:00 AM,,K.I.M,30,
Brooklyn,Dyker Beach Park,06/21/2022 10:00:00 AM,,K.I.M,20,
Queens,Horace Harding Playground,06/21/2022 10:00:00 AM,Various Sports,S.S.E,105,
Manhattan,St. Catherine's Park,05/26/2023 05:00:00 PM,,K.I.M,250,
Staten Island,Lieutenant John H. Martinson Playground,07/16/2022 10:00:00 AM,,K.I.M,125,
